priority	id	word	categories	disposition	evidence
P2	word_a72b18f5af1c	business	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	生意；商业 | 同骨架出现5次
P2	word_7e0256bbaf83	inflation	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	通货膨胀 | 同骨架出现15次
P1	word_82ac205b3b54	midnight	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	午夜 | meaningDetailedZh为空 | “midnight”常见含义为：午夜。
P2	word_a3a4c8d5a70c	suitable	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	合适的
P2	word_d265a02b7dfa	assessment	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	评估；评定
P2	word_ee696da34197	intend	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	打算；计划
P2	word_98abd71a2424	biological	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	生物的；生物学的 | 同骨架出现55次
P2	word_4a8547c55fa1	intermediate	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	中级的
P2	word_81a42a2233af	bar	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	酒吧；条
P2	word_96457e110c0a	originate	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	起源；发源 | 同骨架出现10次
P2	word_80a2ef572889	valuable	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	有价值的；宝贵的
P2	word_ed0127a214f1	hypothesis	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	假设，假说
P2	word_718095fd0faf	aunt	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	阿姨；姑妈；姨妈 | meaningDetailedZh为空 | “aunt”常见含义为：阿姨；姑妈；姨妈。
P2	word_19f75577ee2e	trustee	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses	defer	受托人；理事 | meaningDetailedZh为空 | “trustee”常见含义为：受托人；理事。
P2	word_f7735bc5a370	prompt	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	迅速的；提示；提示
P2	word_e9555307bfdd	broad	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	广泛的；宽的 | 同骨架出现17次
P2	word_b2719ba4181d	problematic	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	有问题的 | 同骨架出现55次
P2	word_8fe2fecad9d3	search	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	搜索；搜寻
P2	word_66ef22f675f8	evolutionary	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	进化的；演变的 | 同骨架出现35次
P2	word_d70e4e2f137d	systematic	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	系统性的
P2	word_84dadae0d438	specialize	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	专门研究；专攻 | meaningDetailedZh为空 | 同骨架出现6次
P1	word_249acb3de856	congratulation	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	祝贺 | meaningDetailedZh为空 | “congratulation”常见含义为：祝贺。
P2	word_c806ed85bafe	easy-going	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,multi_meaning_without_structured_senses	defer	脾气随和的，心平气和的；随便的 | meaningDetailedZh为空
P2	word_bcc8ea1069da	catalogue	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	目录；编目 | meaningDetailedZh为空 | “catalogue”常见含义为：目录；编目。
P2	word_3ce0070019e4	constitutional	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	宪法的；体质的 | 同骨架出现66次
P2	word_6e929797086c	sharply	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	急剧地，严厉地 | meaningDetailedZh为空 | “sharply”常见含义为：急剧地，严厉地。
P2	word_0ffbecfe8209	tropical	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	热带的 | 同骨架出现17次
P2	word_22da26129b83	talent	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	才能；天才
P2	word_e85332eb4ab2	tail	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	尾巴；尾部 | meaningDetailedZh为空 | “tail”常见含义为：尾巴；尾部。
P1	word_689e32203420	love	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	爱 | meaningDetailedZh为空 | “love”常见含义为：爱。
P2	word_3183c03eaf52	recognize	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	认出；承认
P1	word_a392095de7c5	roof	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	屋顶 | meaningDetailedZh为空 | “roof”常见含义为：屋顶。
P1	word_bf111c7eb4cc	embarrassment	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	尴尬 | meaningDetailedZh为空 | “embarrassment”常见含义为：尴尬。
P2	word_149f4eab8f5e	finally	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	最终；终于
P2	word_fc19aa8750aa	adaptation	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	适应；改编
P2	word_e1432a364cda	utilize	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	利用；使用 | meaningDetailedZh为空 | “utilize”常见含义为：利用；使用。
P2	word_1ac62852f6c1	remarkable	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	非凡的；显著的 | 同骨架出现22次
P2	word_1eedd7809799	find	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	找到；发现 | meaningDetailedZh为空 | “find”常见含义为：找到；发现。
P2	word_363fc78db969	hypothetical	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	假设的
P2	word_bd5273651256	logical	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	逻辑的，合理的
P2	word_a91909c31350	correspond	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	通信；相一致
P2	word_320aa710f409	italian	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	意大利的；意大利人
P2	word_b8635e9db00c	zoo	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	动物园 | meaningDetailedZh为空 | “zoo”常见含义为：动物园。
P2	word_1130faf17a40	unity	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	团结；统一 | meaningDetailedZh为空 | “unity”常见含义为：团结；统一。
P2	word_df7aabbb835a	overweight	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	超重的
P1	word_c0109c3e9c73	january	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	一月 | meaningDetailedZh为空 | “january”常见含义为：一月。
P2	word_c7ecfca4aab1	borough	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses	defer	（城镇的）行政区；自治市 | meaningDetailedZh为空 | “borough”常见含义为：（城镇的）行政区；自治市。
P2	word_8d50f0f35d4b	stranger	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	陌生人
P2	word_db49e171b506	require	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	需要；要求
P2	word_b0993597beef	bit	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	少量；比特
P2	word_35e389c719f1	engineer	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	工程师；设计，建造
P1	word_b1b170a70024	beach	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	海滩
P2	word_cfb10411f8d1	favorite	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	最喜欢的（美式拼写）
P2	word_0db0fe82c155	plot	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	情节；阴谋；策划 | meaningDetailedZh为空 | “plot”常见含义为：情节；阴谋；策划。
P1	word_0d7317eb7911	tea	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	茶 | meaningDetailedZh为空 | “tea”常见含义为：茶。
P2	word_ce20adcc6cc4	lively	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	活泼的；生动的
P2	word_64914842f281	wardrobe	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	衣柜；全部衣物 | meaningDetailedZh为空 | “wardrobe”常见含义为：衣柜；全部衣物。
P1	word_43fa591cbc38	apologise	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	道歉 | meaningDetailedZh为空 | “apologise”常见含义为：道歉。
P2	word_43d9cfc70e3f	ministry	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	部；政府部门
P2	word_9de8e6356920	netball	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	无挡板篮球
P2	word_49450e8c172a	anyway	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	无论如何
P1	word_42f1b896dd3d	await	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	等待 | meaningDetailedZh为空 | “await”常见含义为：等待。
P2	word_c8ddc2625ce1	institute	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	学院；研究所
P2	word_f43910ed8d7d	nowhere	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	无处；任何地方都不
P2	word_00453cbb1c1b	version	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	版本；说法
P2	word_82e44b8676fd	contain	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	包含，容纳 | 同骨架出现83次
P2	word_ab82d211b52e	rangefinder	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	测距仪（用于测量距离的光学或电子工具）
P2	word_162102979e13	shed	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	脱落；棚屋；流泪
P2	word_05eab4147559	roast	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	烤；烘烤；烤的 | meaningDetailedZh为空 | “roast”常见含义为：烤；烘烤；烤的。
P2	word_70f7f080c3d5	opinion	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	观点；看法
P1	word_ae230d7d5e9f	route	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	路线
P2	word_bff5fb1db654	onto	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	到...上 | meaningDetailedZh为空 | “onto”常见含义为：到...上。
P2	word_3e6b224217e1	will	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	将；意愿 | meaningDetailedZh为空
